user_id,step_name,answer,created_at,deployment_name,question_type,question,hashed_user_id,session_id
16462901985,$END_SURVEY$,-,2024-11-25 15:09:43.082264-05:00,Scored storms,text,"Thanks, and goodbye!",35,16462901985_2ee99ce9-1e2e-4a8f-bf1c-873d76d0519f_1732563613.8122125
16462901985,start,Maybe,2024-11-25 15:10:08.556583-05:00,Scored storms,var,"But before that, what is your players name?",35,16462901985_28f73cff-bd01-4c6f-bf8a-f0c8f6e2e3f2_1732565396.7144113
16462901985,playerselect,Pet Owner,2024-11-25 15:10:14.778221-05:00,Scored storms,mcq,"Please select your player type
1. Homeowner
2. Pet Owner
3. Senior",35,16462901985_28f73cff-bd01-4c6f-bf8a-f0c8f6e2e3f2_1732565396.7144113
16462901985,evacuate_select,"Yep, evacuate!",2024-11-25 15:10:21.044812-05:00,Scored storms,mcq,"A hurricane is coming and high winds and flooding are expected. You get an alert that you are required to evacuate. Do you think players of your type evacuate? Please select a response:
1. Yep, evacuate!
2. Heck no! dont evacuate",35,16462901985_28f73cff-bd01-4c6f-bf8a-f0c8f6e2e3f2_1732565396.7144113
16462901985,evacuate_details,drive,2024-11-25 15:10:28.332435-05:00,Scored storms,mcq,"How do you think other players of your type would evacuate?
1. drive
2. take public transit",35,16462901985_28f73cff-bd01-4c6f-bf8a-f0c8f6e2e3f2_1732565396.7144113
16462901985,evacuate_details,take public transit,2024-11-25 15:10:33.616737-05:00,Scored storms,mcq,"How do you think other players of your type would evacuate?
1. drive
2. take public transit",35,16462901985_28f73cff-bd01-4c6f-bf8a-f0c8f6e2e3f2_1732565396.7144113
16462901985,evacuate_details,drive,2024-11-25 15:14:05.592052-05:00,Scored storms,mcq,"How do you think other players of your type would evacuate?
1. drive
2. take public transit",35,16462901985_28f73cff-bd01-4c6f-bf8a-f0c8f6e2e3f2_1732565396.7144113
16462901985,evacuate_details,take public transit,2024-11-25 15:14:08.699987-05:00,Scored storms,mcq,"How do you think other players of your type would evacuate?
1. drive
2. take public transit",35,16462901985_28f73cff-bd01-4c6f-bf8a-f0c8f6e2e3f2_1732565396.7144113
16462901985,start,Call,2024-11-25 15:14:44.486099-05:00,Scored storms,var,"But before that, what is your players name?",35,16462901985_ac0771bb-b1f5-4f14-8a4d-2de254be8ca5_1732565668.3049984
16462901985,playerselect,Pet Owner,2024-11-25 15:14:51.700077-05:00,Scored storms,mcq,"Please select your player type
1. Homeowner
2. Pet Owner
3. Senior",35,16462901985_ac0771bb-b1f5-4f14-8a4d-2de254be8ca5_1732565668.3049984
16462901985,evacuate_select,Heck no! dont evacuate,2024-11-25 15:14:59.215359-05:00,Scored storms,mcq,"A hurricane is coming and high winds and flooding are expected. You get an alert that you are required to evacuate. Do you think players of your type evacuate? Please select a response:
1. Yep, evacuate!
2. Heck no! dont evacuate",35,16462901985_ac0771bb-b1f5-4f14-8a4d-2de254be8ca5_1732565668.3049984
16462901985,no_evacuate_details,because they dont have a transportation option,2024-11-25 15:15:17.602818-05:00,Scored storms,mcq,"Why do you think other Homeowners don't evacuate?
1. because they want to protect their home
2. because they dont have a transportation option
3. because they dont have a place to stay
4. because they dont think the storm is really serious enough",35,16462901985_ac0771bb-b1f5-4f14-8a4d-2de254be8ca5_1732565668.3049984
16462901985,metastuff,"Please stop, Im done!",2024-11-25 15:15:25.545736-05:00,Scored storms,mcq,"Would you like to share some game ideas?
1. That would be fun
2. Please stop, Im done!",35,16462901985_ac0771bb-b1f5-4f14-8a4d-2de254be8ca5_1732565668.3049984
16462901985,$END_SURVEY$,-,2024-11-25 15:15:25.547508-05:00,Scored storms,text,"Thanks, and goodbye!",35,16462901985_ac0771bb-b1f5-4f14-8a4d-2de254be8ca5_1732565668.3049984
16462901985,start,be,2024-11-25 15:15:52.457415-05:00,Scored storms,var,"But before that, what is your players name?",35,16462901985_98dc2687-4723-4fb7-9940-a46a5f7cd5a3_1732565739.1992593
16462901985,playerselect,Senior,2024-11-25 15:15:57.482044-05:00,Scored storms,mcq,"Please select your player type
1. Homeowner
2. Pet Owner
3. Senior",35,16462901985_98dc2687-4723-4fb7-9940-a46a5f7cd5a3_1732565739.1992593
16462901985,evacuate_select,"Yep, evacuate!",2024-11-25 15:16:05.619290-05:00,Scored storms,mcq,"A hurricane is coming and high winds and flooding are expected. You get an alert that you are required to evacuate. Do you think players of your type evacuate? Please select a response:
1. Yep, evacuate!
2. Heck no! dont evacuate",35,16462901985_98dc2687-4723-4fb7-9940-a46a5f7cd5a3_1732565739.1992593
16462901985,evacuate_details,drive,2024-11-25 15:16:14.397603-05:00,Scored storms,mcq,"How do you think other players of your type would evacuate?
1. drive
2. take public transit",35,16462901985_98dc2687-4723-4fb7-9940-a46a5f7cd5a3_1732565739.1992593
16462901985,evacuate_details,drive,2024-11-25 15:16:23.017306-05:00,Scored storms,mcq,"How do you think other players of your type would evacuate?
1. drive
2. take public transit",35,16462901985_98dc2687-4723-4fb7-9940-a46a5f7cd5a3_1732565739.1992593
16462901985,evacuate_details,take public transit,2024-11-25 15:16:26.001391-05:00,Scored storms,mcq,"How do you think other players of your type would evacuate?
1. drive
2. take public transit",35,16462901985_98dc2687-4723-4fb7-9940-a46a5f7cd5a3_1732565739.1992593
16462901985,start,Weo,2024-11-25 15:19:29.222735-05:00,Scored storms,var,"But before that, what is your players name?",35,16462901985_5358a99e-0fd5-4eb4-955b-d359cbf77a4d_1732565957.3315873
16462901985,playerselect,Pet Owner,2024-11-25 15:19:37.370681-05:00,Scored storms,mcq,"Please select your player type
1. Homeowner
2. Pet Owner
3. Senior",35,16462901985_5358a99e-0fd5-4eb4-955b-d359cbf77a4d_1732565957.3315873
16462901985,evacuate_select,"Yep, evacuate!",2024-11-25 15:19:47.569402-05:00,Scored storms,mcq,"A hurricane is coming and high winds and flooding are expected. You get an alert that you are required to evacuate. Do you think players of your type evacuate? Please select a response:
1. Yep, evacuate!
2. Heck no! dont evacuate",35,16462901985_5358a99e-0fd5-4eb4-955b-d359cbf77a4d_1732565957.3315873
16462901985,evacuatedetails,take public transit,2024-11-25 15:19:54.159140-05:00,Scored storms,mcq,"How do you think other players of your type would evacuate?
1. drive
2. take public transit",35,16462901985_5358a99e-0fd5-4eb4-955b-d359cbf77a4d_1732565957.3315873
16462901985,evacuatedetails,take public transit,2024-11-25 15:23:30.431824-05:00,Scored storms,mcq,"How do you think other players of your type would evacuate?
1. drive
2. take public transit",35,16462901985_5358a99e-0fd5-4eb4-955b-d359cbf77a4d_1732565957.3315873
16462901985,start,o,2024-11-25 15:23:53.260099-05:00,Scored storms,var,"But before that, what is your players name?",35,16462901985_3a837076-97dd-4051-95b6-e763f2f90903_1732566222.5352826
16462901985,playerselect,Senior,2024-11-25 15:23:59.937347-05:00,Scored storms,mcq,"Please select your player type
1. Homeowner
2. Pet Owner
3. Senior",35,16462901985_3a837076-97dd-4051-95b6-e763f2f90903_1732566222.5352826
16462901985,evacuate_select,"Yep, evacuate!",2024-11-25 15:24:07.359137-05:00,Scored storms,mcq,"A hurricane is coming and high winds and flooding are expected. You get an alert that you are required to evacuate. Do you think players of your type evacuate? Please select a response:
1. Yep, evacuate!
2. Heck no! dont evacuate",35,16462901985_3a837076-97dd-4051-95b6-e763f2f90903_1732566222.5352826
16462901985,evacuatedetails,drive,2024-11-25 15:24:13.006578-05:00,Scored storms,mcq,"How do you think other players of your type would evacuate?
1. drive
2. take public transit",35,16462901985_3a837076-97dd-4051-95b6-e763f2f90903_1732566222.5352826
16462901985,evacuatedetails,drive,2024-11-25 15:27:33.109000-05:00,Scored storms,mcq,"How do you think other players of your type would evacuate?
1. drive
2. take public transit",35,16462901985_3a837076-97dd-4051-95b6-e763f2f90903_1732566222.5352826
16462901985,start,O,2024-11-25 15:27:59.229072-05:00,Scored storms,var,"But before that, what is your players name?",35,16462901985_9e6bf385-9526-42b8-872d-6111446e4289_1732566468.758687
16462901985,playerselect,Senior,2024-11-25 15:28:06.123397-05:00,Scored storms,mcq,"Please select your player type
1. Homeowner
2. Pet Owner
3. Senior",35,16462901985_9e6bf385-9526-42b8-872d-6111446e4289_1732566468.758687
16462901985,evacuate_select,"Yep, evacuate!",2024-11-25 15:28:13.242450-05:00,Scored storms,mcq,"A hurricane is coming and high winds and flooding are expected. You get an alert that you are required to evacuate. Do you think players of your type evacuate? Please select a response:
1. Yep, evacuate!
2. Heck no! dont evacuate",35,16462901985_9e6bf385-9526-42b8-872d-6111446e4289_1732566468.758687
16462901985,evacuatedetails,drive,2024-11-25 15:28:19.147042-05:00,Scored storms,mcq,"How do you think other players of your type would evacuate?
1. drive
2. take public transit",35,16462901985_9e6bf385-9526-42b8-872d-6111446e4289_1732566468.758687
16462901985,start,OO,2024-11-25 15:30:36.956299-05:00,Scored storms,var,"But before that, what is your players name?",35,16462901985_335fd900-96c0-4130-bdd7-1124bc75a9f7_1732566626.582406
16462901985,playerselect,Pet Owner,2024-11-25 15:30:43.166441-05:00,Scored storms,mcq,"Please select your player type
1. Homeowner
2. Pet Owner
3. Senior",35,16462901985_335fd900-96c0-4130-bdd7-1124bc75a9f7_1732566626.582406
16462901985,evacuate_select,"Yep, evacuate!",2024-11-25 15:30:51.468797-05:00,Scored storms,mcq,"A hurricane is coming and high winds and flooding are expected. You get an alert that you are required to evacuate. Do you think players of your type evacuate? Please select a response:
1. Yep, evacuate!
2. Heck no! dont evacuate",35,16462901985_335fd900-96c0-4130-bdd7-1124bc75a9f7_1732566626.582406
16462901985,evacuatedetails,drive,2024-11-25 15:30:58.335034-05:00,Scored storms,mcq,"How do you think other players of your type would evacuate?
1. drive
2. take public transit",35,16462901985_335fd900-96c0-4130-bdd7-1124bc75a9f7_1732566626.582406
16462901985,metastuff,"Please stop, Im done!",2024-11-25 15:31:08.900152-05:00,Scored storms,mcq,"Would you like to share some game ideas?
1. That would be fun
2. Please stop, Im done!",35,16462901985_335fd900-96c0-4130-bdd7-1124bc75a9f7_1732566626.582406
16462901985,$END_SURVEY$,-,2024-11-25 15:31:08.901980-05:00,Scored storms,text,"Thanks, and goodbye!",35,16462901985_335fd900-96c0-4130-bdd7-1124bc75a9f7_1732566626.582406
16462901985,start,op,2024-11-25 15:50:04.777987-05:00,Scored storms,var,"But before that, what is your players name?",35,16462901985_29323d86-ad75-4707-b111-a06db74c43ca_1732567792.732966
16462901985,playerselect,Senior,2024-11-25 15:50:10.746352-05:00,Scored storms,mcq,"Please select your player type
1. Homeowner
2. Pet Owner
3. Senior",35,16462901985_29323d86-ad75-4707-b111-a06db74c43ca_1732567792.732966
16462901985,evacuate_select,"Yep, evacuate!",2024-11-25 15:50:17.941951-05:00,Scored storms,mcq,"A hurricane is coming and high winds and flooding are expected. You get an alert that you are required to evacuate. Do you think players of your type evacuate? Please select a response:
1. Yep, evacuate!
2. Heck no! dont evacuate",35,16462901985_29323d86-ad75-4707-b111-a06db74c43ca_1732567792.732966
16462901985,evacuatedetails,drive,2024-11-25 15:50:23.835018-05:00,Scored storms,mcq,"How do you think other players of your type would evacuate?
1. drive
2. take public transit",35,16462901985_29323d86-ad75-4707-b111-a06db74c43ca_1732567792.732966
16462901985,metastuff,"Please stop, Im done!",2024-11-25 18:52:05.722584-05:00,Scored storms,mcq,"Would you like to share some game ideas?
1. That would be fun
2. Please stop, Im done!",35,16462901985_29323d86-ad75-4707-b111-a06db74c43ca_1732567792.732966
16462901985,$END_SURVEY$,-,2024-11-25 18:52:05.725951-05:00,Scored storms,text,"Thanks, and goodbye!",35,16462901985_29323d86-ad75-4707-b111-a06db74c43ca_1732567792.732966
16462901985,start,Lol,2024-11-26 10:36:07.683825-05:00,Scored storms,var,"But before that, what is your players name?",35,16462901985_87bb7662-f4a7-4ce4-bc6d-0d00efe598f6_1732635352.402113
16462901985,playerselect,Senior,2024-11-26 10:36:13.727184-05:00,Scored storms,mcq,"Please select your player type
1. Homeowner
2. Pet Owner
3. Senior",35,16462901985_87bb7662-f4a7-4ce4-bc6d-0d00efe598f6_1732635352.402113
16462901985,evacuate_select,Heck no! dont evacuate,2024-11-26 10:36:20.452151-05:00,Scored storms,mcq,"A hurricane is coming and high winds and flooding are expected. You get an alert that you are required to evacuate. Do you think players of your type evacuate? Please select a response:
1. Yep, evacuate!
2. Heck no! dont evacuate",35,16462901985_87bb7662-f4a7-4ce4-bc6d-0d00efe598f6_1732635352.402113
16462901985,no_evacuate_details,They dont feel that the storm is really serious enough,2024-11-26 10:36:37.354157-05:00,Scored storms,mcq,"Why do you think other Homeowners don't evacuate?
1. To protect their home
2. Because they dont have a transportation option
3. There is no place to stay
4. They dont feel that the storm is really serious enough",35,16462901985_87bb7662-f4a7-4ce4-bc6d-0d00efe598f6_1732635352.402113
